DOI,URL,Access_through_publisher,Year_of_publication,Publisher,DOI-prefix,Publisher_VLOOKUP,,,,,,,,
10.1016/b978-0-08-097093-6.00043-8,https://dx.doi.org/10.1016/b978-0-08-097093-6.00043-8,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-0-08-097744-7.00003-x,https://dx.doi.org/10.1016/b978-0-08-097744-7.00003-x,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-0-08-097744-7.00015-6,https://dx.doi.org/10.1016/b978-0-08-097744-7.00015-6,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/B978-012373625-3.50005-X,https://dx.doi.org/10.1016/B978-012373625-3.50005-X,yes,2008,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-0-12-384873-4.00018-9,https://dx.doi.org/10.1016/b978-0-12-384873-4.00018-9,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/B978-0-12-385938-9.00046-8,https://dx.doi.org/10.1016/B978-0-12-385938-9.00046-8,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-0-12-386045-3.00008-8,https://dx.doi.org/10.1016/b978-0-12-386045-3.00008-8,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-0-12-386045-3.00009-x,https://dx.doi.org/10.1016/b978-0-12-386045-3.00009-x,no,2014,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-0-12-394382-8.00002-2,https://dx.doi.org/10.1016/b978-0-12-394382-8.00002-2,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/B978-0-12-396456-4.00002-X,https://dx.doi.org/10.1016/B978-0-12-396456-4.00002-X,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-0-12-396532-5.00003-2,https://dx.doi.org/10.1016/b978-0-12-396532-5.00003-2,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-0-12-396549-3.00008-2,https://dx.doi.org/10.1016/b978-0-12-396549-3.00008-2,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-0-12-396549-3.00017-3,https://dx.doi.org/10.1016/b978-0-12-396549-3.00017-3,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-0-12-398518-7.00005-5,https://dx.doi.org/10.1016/b978-0-12-398518-7.00005-5,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-0-12-415813-9.00013-1,https://dx.doi.org/10.1016/b978-0-12-415813-9.00013-1,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/B978-0-12-415844-3.00025-5,https://dx.doi.org/10.1016/B978-0-12-415844-3.00025-5,no,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-0-12-416023-1.00001-x,https://dx.doi.org/10.1016/b978-0-12-416023-1.00001-x,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-0-12-416023-1.00007-0,https://dx.doi.org/10.1016/b978-0-12-416023-1.00007-0,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/B978-012651645-6/50001-9,https://dx.doi.org/10.1016/B978-012651645-6/50001-9,no,1999,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/B978-012651645-6/50006-8,https://dx.doi.org/10.1016/B978-012651645-6/50006-8,no,1999,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/B978-0-444-52137-8.00037-1,https://dx.doi.org/10.1016/B978-0-444-52137-8.00037-1,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-0-444-53638-9.00001-5,https://dx.doi.org/10.1016/b978-0-444-53638-9.00001-5,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-0-444-53821-5.00002-6,https://dx.doi.org/10.1016/b978-0-444-53821-5.00002-6,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-0-444-53821-5.00004-x,https://dx.doi.org/10.1016/b978-0-444-53821-5.00004-x,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-0-444-53821-5.00006-3,https://dx.doi.org/10.1016/b978-0-444-53821-5.00006-3,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/B978-0-444-59426-6.00006-9,https://dx.doi.org/10.1016/B978-0-444-59426-6.00006-9,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-0-444-59427-3.00027-7,https://dx.doi.org/10.1016/b978-0-444-59427-3.00027-7,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/B978-0-444-63486-3.00012-8,https://dx.doi.org/10.1016/B978-0-444-63486-3.00012-8,no,2014,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/B978-0-444-88165-6.50021-4,https://dx.doi.org/10.1016/B978-0-444-88165-6.50021-4,no,1991,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/b978-1-4377-3455-3.00001-8,https://dx.doi.org/10.1016/b978-1-4377-3455-3.00001-8,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/B978-1-59749-570-7.00001-7,https://dx.doi.org/10.1016/B978-1-59749-570-7.00001-7,no,2011,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/bs.ctm.2015.03.003,https://dx.doi.org/10.1016/bs.ctm.2015.03.003,no,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/bs.ircmb.2014.11.003,https://dx.doi.org/10.1016/bs.ircmb.2014.11.003,no,2014,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.ab.2012.07.010,https://dx.doi.org/10.1016/j.ab.2012.07.010,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.ab.2013.12.020,https://dx.doi.org/10.1016/j.ab.2013.12.020,yes,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.abb.2011.02.003,https://dx.doi.org/10.1016/j.abb.2011.02.003,yes,2011,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.accfor.2012.06.001,https://dx.doi.org/10.1016/j.accfor.2012.06.001,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.acn.2003.09.003,https://dx.doi.org/10.1016/j.acn.2003.09.003,free from publisher,2003,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.acpain.2009.07.002,https://dx.doi.org/10.1016/j.acpain.2009.07.002,yes,2009,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.acra.2015.11.012,https://dx.doi.org/10.1016/j.acra.2015.11.012,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.acra.2015.11.014,https://dx.doi.org/10.1016/j.acra.2015.11.014,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.actbio.2012.11.028,https://dx.doi.org/10.1016/j.actbio.2012.11.028,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.actbio.2015.02.008,https://dx.doi.org/10.1016/j.actbio.2015.02.008,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.actbio.2015.08.045,https://dx.doi.org/10.1016/j.actbio.2015.08.045,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.actpsy.2003.12.005,https://dx.doi.org/10.1016/j.actpsy.2003.12.005,yes,2003,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.addbeh.2013.03.011,https://dx.doi.org/10.1016/j.addbeh.2013.03.011,yes,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.advwatres.2008.01.021,https://dx.doi.org/10.1016/j.advwatres.2008.01.021,yes,2008,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.agsy.2015.06.002,https://dx.doi.org/10.1016/j.agsy.2015.06.002,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.ajhg.2015.08.014,https://dx.doi.org/10.1016/j.ajhg.2015.08.014,free from publisher,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.ajo.2015.01.022,https://dx.doi.org/10.1016/j.ajo.2015.01.022,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.amc.2014.10.008,https://dx.doi.org/10.1016/j.amc.2014.10.008,yes,2014,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.anai.2012.07.018,https://dx.doi.org/10.1016/j.anai.2012.07.018,no,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.annals.2003.08.004,https://dx.doi.org/10.1016/j.annals.2003.08.004,yes,2003,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.annals.2006.04.002,https://dx.doi.org/10.1016/j.annals.2006.04.002,yes,2006,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.antinf.2013.02.001,https://dx.doi.org/10.1016/j.antinf.2013.02.001,no,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.antiviral.2013.07.008,https://dx.doi.org/10.1016/j.antiviral.2013.07.008,yes,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.aop.2005.02.001,https://dx.doi.org/10.1016/j.aop.2005.02.001,yes,2005,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.apcata.2003.10.016,https://dx.doi.org/10.1016/j.apcata.2003.10.016,yes,2003,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.apergo.2013.01.010,https://dx.doi.org/10.1016/j.apergo.2013.01.010,yes,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.apergo.2015.01.002,https://dx.doi.org/10.1016/j.apergo.2015.01.002,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.apgeochem.2006.05.006,https://dx.doi.org/10.1016/j.apgeochem.2006.05.006,yes,2006,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.apnu.2013.03.001,https://dx.doi.org/10.1016/j.apnu.2013.03.001,yes,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.appet.2014.02.002,https://dx.doi.org/10.1016/j.appet.2014.02.002,yes,2014,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.apsusc.2007.04.076,https://dx.doi.org/10.1016/j.apsusc.2007.04.076,yes,2007,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.arr.2009.09.005,https://dx.doi.org/10.1016/j.arr.2009.09.005,yes,2009,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.arth.2010.07.004,https://dx.doi.org/10.1016/j.arth.2010.07.004,yes,2010,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.arthro.2013.02.026,https://dx.doi.org/10.1016/j.arthro.2013.02.026,yes,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.arthro.2013.03.077,https://dx.doi.org/10.1016/j.arthro.2013.03.077,yes,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.atherosclerosis.2007.12.005,https://dx.doi.org/10.1016/j.atherosclerosis.2007.12.005,yes,2007,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.atherosclerosis.2014.01.045,https://dx.doi.org/10.1016/j.atherosclerosis.2014.01.045,yes,2014,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.athoracsur.2012.01.057,https://dx.doi.org/10.1016/j.athoracsur.2012.01.057,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.athoracsur.2012.01.082,https://dx.doi.org/10.1016/j.athoracsur.2012.01.082,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.athoracsur.2012.02.044,https://dx.doi.org/10.1016/j.athoracsur.2012.02.044,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.autrev.2013.10.016,https://dx.doi.org/10.1016/j.autrev.2013.10.016,yes,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.avsg.2015.07.038,https://dx.doi.org/10.1016/j.avsg.2015.07.038,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bandc.2009.10.007,https://dx.doi.org/10.1016/j.bandc.2009.10.007,yes,2009,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bbagrm.2014.04.012,https://dx.doi.org/10.1016/j.bbagrm.2014.04.012,yes,2014,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bbamem.2014.04.020,https://dx.doi.org/10.1016/j.bbamem.2014.04.020,free from publisher,2014,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bbamem.2014.12.019,https://dx.doi.org/10.1016/j.bbamem.2014.12.019,free from publisher,2014,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bbcan.2006.09.001,https://dx.doi.org/10.1016/j.bbcan.2006.09.001,yes,2006,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bbr.2014.05.003,https://dx.doi.org/10.1016/j.bbr.2014.05.003,yes,2014,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bbrc.2005.11.068,https://dx.doi.org/10.1016/j.bbrc.2005.11.068,yes,2005,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bbrc.2008.01.129,https://dx.doi.org/10.1016/j.bbrc.2008.01.129,yes,2008,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bbrc.2012.09.040,https://dx.doi.org/10.1016/j.bbrc.2012.09.040,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bbrc.2015.01.065,https://dx.doi.org/10.1016/j.bbrc.2015.01.065,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bbrc.2015.06.106,https://dx.doi.org/10.1016/j.bbrc.2015.06.106,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bcp.2009.04.013,https://dx.doi.org/10.1016/j.bcp.2009.04.013,yes,2009,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bcp.2012.09.014,https://dx.doi.org/10.1016/j.bcp.2012.09.014,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bcp.2014.06.016,https://dx.doi.org/10.1016/j.bcp.2014.06.016,yes,2014,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.beem.2012.03.007,https://dx.doi.org/10.1016/j.beem.2012.03.007,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.biocon.2011.04.016,https://dx.doi.org/10.1016/j.biocon.2011.04.016,yes,2011,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.biomaterials.2008.09.066,https://dx.doi.org/10.1016/j.biomaterials.2008.09.066,yes,2008,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.biomaterials.2011.02.054,https://dx.doi.org/10.1016/j.biomaterials.2011.02.054,yes,2011,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.biomaterials.2011.11.050,https://dx.doi.org/10.1016/j.biomaterials.2011.11.050,yes,2011,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.biomaterials.2013.10.080,https://dx.doi.org/10.1016/j.biomaterials.2013.10.080,yes,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.biomaterials.2014.01.009,https://dx.doi.org/10.1016/j.biomaterials.2014.01.009,free from publisher,2014,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.biomaterials.2015.07.062,https://dx.doi.org/10.1016/j.biomaterials.2015.07.062,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.biomaterials.2015.09.016,https://dx.doi.org/10.1016/j.biomaterials.2015.09.016,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.biomaterials.2015.10.067,https://dx.doi.org/10.1016/j.biomaterials.2015.10.067,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.biomaterials.2016.01.024,https://dx.doi.org/10.1016/j.biomaterials.2016.01.024,yes,2016,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.biopsycho.2013.02.019,https://dx.doi.org/10.1016/j.biopsycho.2013.02.019,yes,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.biopsycho.2013.11.013,https://dx.doi.org/10.1016/j.biopsycho.2013.11.013,yes,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.biopsycho.2016.02.003,https://dx.doi.org/10.1016/j.biopsycho.2016.02.003,yes,2016,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bios.2009.03.014,https://dx.doi.org/10.1016/j.bios.2009.03.014,yes,2009,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.biotechadv.2015.07.006,https://dx.doi.org/10.1016/j.biotechadv.2015.07.006,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.blre.2014.12.005,https://dx.doi.org/10.1016/j.blre.2014.12.005,yes,2014,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bmc.2005.11.018,https://dx.doi.org/10.1016/j.bmc.2005.11.018,yes,2005,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bpj.2008.10.020,https://dx.doi.org/10.1016/j.bpj.2008.10.020,free from publisher,2008,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bpj.2010.05.027,https://dx.doi.org/10.1016/j.bpj.2010.05.027,free from publisher,2010,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bpj.2011.09.006,https://dx.doi.org/10.1016/j.bpj.2011.09.006,free from publisher,2011,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bpj.2012.07.052,https://dx.doi.org/10.1016/j.bpj.2012.07.052,free from publisher,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bpj.2013.11.016,https://dx.doi.org/10.1016/j.bpj.2013.11.016,free from publisher,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bpj.2015.06.048,https://dx.doi.org/10.1016/j.bpj.2015.06.048,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bpsc.2015.11.006,https://dx.doi.org/10.1016/j.bpsc.2015.11.006,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.brainresbull.2009.07.011,https://dx.doi.org/10.1016/j.brainresbull.2009.07.011,yes,2009,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bushor.2006.01.002,https://dx.doi.org/10.1016/j.bushor.2006.01.002,yes,2006,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.bushor.2009.09.003,https://dx.doi.org/10.1016/j.bushor.2009.09.003,yes,2009,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cam.2012.07.031,https://dx.doi.org/10.1016/j.cam.2012.07.031,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cam.2015.06.023,https://dx.doi.org/10.1016/j.cam.2015.06.023,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.canlet.2006.05.017,https://dx.doi.org/10.1016/j.canlet.2006.05.017,yes,2006,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.canlet.2014.12.009,https://dx.doi.org/10.1016/j.canlet.2014.12.009,yes,2014,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cap.2012.05.021,https://dx.doi.org/10.1016/j.cap.2012.05.021,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cap.2012.11.015,https://dx.doi.org/10.1016/j.cap.2012.11.015,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.carbpol.2011.08.078,https://dx.doi.org/10.1016/j.carbpol.2011.08.078,yes,2011,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.carbpol.2013.08.068,https://dx.doi.org/10.1016/j.carbpol.2013.08.068,yes,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.carres.2008.11.004,https://dx.doi.org/10.1016/j.carres.2008.11.004,yes,2008,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cbi.2004.09.011,https://dx.doi.org/10.1016/j.cbi.2004.09.011,yes,2004,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.ccc.2015.06.003,https://dx.doi.org/10.1016/j.ccc.2015.06.003,no,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.ccell.2015.05.002,https://dx.doi.org/10.1016/j.ccell.2015.05.002,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.ccr.2005.11.007,https://dx.doi.org/10.1016/j.ccr.2005.11.007,yes,2005,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.ceb.2004.06.004,https://dx.doi.org/10.1016/j.ceb.2004.06.004,yes,2004,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cej.2012.07.026,https://dx.doi.org/10.1016/j.cej.2012.07.026,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cej.2012.07.054,https://dx.doi.org/10.1016/j.cej.2012.07.054,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cell.2009.04.024,https://dx.doi.org/10.1016/j.cell.2009.04.024,free from publisher,2009,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cell.2011.02.013,https://dx.doi.org/10.1016/j.cell.2011.02.013,free from publisher,2011,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cell.2012.04.024,https://dx.doi.org/10.1016/j.cell.2012.04.024,free from publisher,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cell.2012.08.011,https://dx.doi.org/10.1016/j.cell.2012.08.011,free from publisher,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cell.2014.10.050,https://dx.doi.org/10.1016/j.cell.2014.10.050,free from publisher,2014,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cell.2014.11.035,https://dx.doi.org/10.1016/j.cell.2014.11.035,free from publisher,2014,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cell.2015.06.043,https://dx.doi.org/10.1016/j.cell.2015.06.043,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cell.2015.10.012,https://dx.doi.org/10.1016/j.cell.2015.10.012,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cell.2015.11.029,https://dx.doi.org/10.1016/j.cell.2015.11.029,free from publisher,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cell.2015.11.053,https://dx.doi.org/10.1016/j.cell.2015.11.053,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cell.2015.12.036,https://dx.doi.org/10.1016/j.cell.2015.12.036,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cell.2016.01.011,https://dx.doi.org/10.1016/j.cell.2016.01.011,yes,2016,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cellsig.2013.09.013,https://dx.doi.org/10.1016/j.cellsig.2013.09.013,yes,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.celrep.2012.12.008,https://dx.doi.org/10.1016/j.celrep.2012.12.008,free from publisher,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.celrep.2015.09.062,https://dx.doi.org/10.1016/j.celrep.2015.09.062,free from publisher,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.ceramint.2015.05.047,https://dx.doi.org/10.1016/j.ceramint.2015.05.047,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.chb.2010.05.002,https://dx.doi.org/10.1016/j.chb.2010.05.002,yes,2010,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.chembiol.2013.03.019,https://dx.doi.org/10.1016/j.chembiol.2013.03.019,free from publisher,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.chemgeo.2004.08.015,https://dx.doi.org/10.1016/j.chemgeo.2004.08.015,yes,2004,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.chemgeo.2010.11.027,https://dx.doi.org/10.1016/j.chemgeo.2010.11.027,yes,2010,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.chemosphere.2005.02.004,https://dx.doi.org/10.1016/j.chemosphere.2005.02.004,yes,2005,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.chemosphere.2010.11.018,https://dx.doi.org/10.1016/j.chemosphere.2010.11.018,yes,2010,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.chemosphere.2011.01.023,https://dx.doi.org/10.1016/j.chemosphere.2011.01.023,yes,2011,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.chroma.2010.12.077,https://dx.doi.org/10.1016/j.chroma.2010.12.077,yes,2010,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cie.2010.07.002,https://dx.doi.org/10.1016/j.cie.2010.07.002,yes,2010,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.clcc.2013.10.003,https://dx.doi.org/10.1016/j.clcc.2013.10.003,yes,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.clinph.2004.01.005,https://dx.doi.org/10.1016/j.clinph.2004.01.005,yes,2004,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cmet.2010.11.005,https://dx.doi.org/10.1016/j.cmet.2010.11.005,free from publisher,2010,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cmet.2015.07.021,https://dx.doi.org/10.1016/j.cmet.2015.07.021,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.cogsys.2012.12.010,https://dx.doi.org/10.1016/j.cogsys.2012.12.010,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.colsurfb.2009.06.004,https://dx.doi.org/10.1016/j.colsurfb.2009.06.004,yes,2009,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.comnet.2010.05.010,https://dx.doi.org/10.1016/j.comnet.2010.05.010,yes,2010,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.compedu.2007.05.003,https://dx.doi.org/10.1016/j.compedu.2007.05.003,yes,2007,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.compedu.2012.03.011,https://dx.doi.org/10.1016/j.compedu.2012.03.011,yes,2012,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.compedu.2015.01.007,https://dx.doi.org/10.1016/j.compedu.2015.01.007,yes,2015,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.compmedimag.2007.10.006,https://dx.doi.org/10.1016/j.compmedimag.2007.10.006,yes,2007,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.compmedimag.2009.03.001,https://dx.doi.org/10.1016/j.compmedimag.2009.03.001,yes,2009,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.comppsych.2009.09.006,https://dx.doi.org/10.1016/j.comppsych.2009.09.006,yes,2009,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.conb.2010.06.008,https://dx.doi.org/10.1016/j.conb.2010.06.008,yes,2010,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.conb.2010.06.009,https://dx.doi.org/10.1016/j.conb.2010.06.009,yes,2010,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.conb.2011.09.002,https://dx.doi.org/10.1016/j.conb.2011.09.002,yes,2011,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.conb.2013.01.017,https://dx.doi.org/10.1016/j.conb.2013.01.017,yes,2013,Elsevier,10.1016,Elsevier,,,,,,,,
10.1016/j.concog.2016.01.007,https://dx.doi.org/10.1016/j.concog.2016.01.007,yes,2016,Elsevier,10.1016,Elsevier,,,,,,,,
